Registreringsland /Skattemæssigt hjemsted;ISIN-kode;Navn ;LEI kode;ASIDENT;CVR/SE/TIN;Navn  ;Første registreringsår
Finland (FI);FI4000375183;Nordea Global Enhanced Fund C growth NOK;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2020
Finland (FI);FI4000375175;Nordea Global Enhanced Fund C growth SEK;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2020
Finland (FI);FI4000261318;Nordea Global Enhanced Fund distribution;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2020
Finland (FI);FI4000261300;Nordea Global Enhanced Fund growth;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2020
Finland (FI);FI4000261334;Nordea Global Enhanced Fund growth NOK;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2020
Finland (FI);FI4000261326;Nordea Global Enhanced Fund growth SEK;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2020
Finland (FI);FI4000330923;Nordea Global Enhanced Fund I distribution;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2020
Finland (FI);FI4000330931;Nordea Global Enhanced Fund I growth;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2020
Finland (FI);FI4000410493;Nordea Global Enhanced I growth (NOK);549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2021
Finland (FI);FI4000410501;Nordea Global Enhanced I tillväxt SEK;549300DGV3UF00SS9O26;;;Nordea Global Enhanced Fund;2021
Finland (FI);FI4000148861;Nordea Global Equity Allocation Fund C distrib.;5493001BVGL3VI093S92;;;Nordea Global Equity Allocation Fund ;2020
Finland (FI);FI4000148879;Nordea Global Equity Allocation Fund C growth;5493001BVGL3VI093S92;;;Nordea Global Equity Allocation Fund ;2020
Finland (FI);FI4000148887;Nordea Global Equity Allocation Fund I distrib.;5493001BVGL3VI093S92;;;Nordea Global Equity Allocation Fund ;2020
Finland (FI);FI4000148895;Nordea Global Equity Allocation Fund I growth;5493001BVGL3VI093S92;;;Nordea Global Equity Allocation Fund ;2020
Finland (FI);FI4000122841;Nordea Global Passive Fund A distribution SEK;549300C4TYC43F3PLR39;;;Nordea Global Passive Fund;2020
Finland (FI);FI4000046693;Nordea Global Passive Fund A growth NOK;549300C4TYC43F3PLR39;;;Nordea Global Passive Fund;2020
Finland (FI);FI4000046685;Nordea Global Passive Fund A growth SEK;549300C4TYC43F3PLR39;;;Nordea Global Passive Fund;2020
Finland (FI);FI4000046677;Nordea Global Passive Fund B distribution;549300C4TYC43F3PLR39;;;Nordea Global Passive Fund;2020
Finland (FI);FI4000046669;Nordea Global Passive Fund B growth;549300C4TYC43F3PLR39;;;Nordea Global Passive Fund;2020
Finland (FI);FI4000046651;Nordea Global Passive Fund I distribution;549300C4TYC43F3PLR39;;;Nordea Global Passive Fund;2020
Finland (FI);FI4000046644;Nordea Global Passive Fund I growth;549300C4TYC43F3PLR39;;;Nordea Global Passive Fund;2020
Finland (FI);FI4000189196;Nordea Global Passive Fund S growth NOK;549300C4TYC43F3PLR39;;;Nordea Global Passive Fund;2020
Finland (FI);FI4000439617;Nordea Innovation Stars Distribution;5493003HVF4772ZX8M27;;;Nordea Innovation Stars Fund;2021
Finland (FI);FI4000439609;Nordea Innovation Stars Growth;5493003HVF4772ZX8M27;;;Nordea Innovation Stars Fund;2021
Finland (FI);FI4000439633;Nordea Innovation Stars Growth NOK;5493003HVF4772ZX8M27;;;Nordea Innovation Stars Fund;2021
Finland (FI);FI4000439625;Nordea Innovation Stars Growth SEK;5493003HVF4772ZX8M27;;;Nordea Innovation Stars Fund;2021
Finland (FI);FI4000439468;Nordea Institutionella Småbolagsfonden Sverige growth (SEK);549300ZLGQXEJM8TQM79;;;Nordea Institutionella Småbolagsfonden Sverige Fund;2021
Finland (FI);FI4000288519;Nordea Japan Fund C distribution;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI4000288501;Nordea Japan Fund C growth;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI0008801709;Nordea Japan Fund Distrib.;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI0008800412;Nordea Japan Fund Growth;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI0008813266;Nordea Japan Fund Growth NOK;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI4000048962;Nordea Japan Fund Growth SEK;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI4000068473;Nordea Japan Fund I growth;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI4000068499;Nordea Japan Fund I Growth NOK;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI4000068481;Nordea Japan Fund I Growth SEK;54930073UQYK5LTRL387;;;Nordea Japan Fund;2020
Finland (FI);FI0008801550;Nordea Nordic Fund A distrib.;549300UC4ZJ2O8SGHF58;;;Nordea Nordic Fund;2020
Finland (FI);FI0008800065;Nordea Nordic Fund A growth;549300UC4ZJ2O8SGHF58;;;Nordea Nordic Fund;2020
Finland (FI);FI4000038039;Nordea Nordic Fund A growth NOK;549300UC4ZJ2O8SGHF58;;;Nordea Nordic Fund;2020
Finland (FI);FI0008813399;Nordea Nordic Fund A growth SEK;549300UC4ZJ2O8SGHF58;;;Nordea Nordic Fund;2020
Finland (FI);FI4000306865;Nordea Nordic Fund B growth;549300UC4ZJ2O8SGHF58;;;Nordea Nordic Fund;2020
Finland (FI);FI0008801584;Nordea Nordic Small Cap Fund A distrib.;549300SO1LWCDV9C5D89;;;Nordea Nordic Small Cap Fund;2020
Finland (FI);FI0008800438;Nordea Nordic Small Cap Fund A growth;549300SO1LWCDV9C5D89;;;Nordea Nordic Small Cap Fund;2020
Finland (FI);FI4000020730;Nordea Nordic Small Cap Fund A growth NOK;549300SO1LWCDV9C5D89;;;Nordea Nordic Small Cap Fund;2020
Finland (FI);FI0008813365;Nordea Nordic Small Cap Fund A growth SEK;549300SO1LWCDV9C5D89;;;Nordea Nordic Small Cap Fund;2020
Finland (FI);FI4000288691;Nordea Nordic Small Cap Fund C distribution;549300SO1LWCDV9C5D89;;;Nordea Nordic Small Cap Fund;2020
Finland (FI);FI4000288683;Nordea Nordic Small Cap Fund C growth;549300SO1LWCDV9C5D89;;;Nordea Nordic Small Cap Fund;2020
Finland (FI);FI4000288717;Nordea North American Dividend Fund C distribution;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI4000288709;Nordea North American Dividend Fund C growth;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI0008805593;Nordea North American Dividend Fund Distrib.;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI0008805585;Nordea North American Dividend Fund Growth;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI0008813373;Nordea North American Dividend Fund Growth NOK;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI0008813381;Nordea North American Dividend Fund Growth SEK;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI4000068515;Nordea North American Dividend Fund I growth;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI4000068531;Nordea North American Dividend Fund I Growth NOK;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI4000068523;Nordea North American Dividend Fund I Growth SEK;549300KP5KVQJDR7WD41;;;Nordea North America Dividend Fund;2020
Finland (FI);FI4000282819;Nordea North American Enhanced Fund A distr. SEK;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000330865;Nordea North American Enhanced Fund C distribution;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000330873;Nordea North American Enhanced Fund C growth;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000375167;Nordea North American Enhanced Fund C growth NOK;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000375134;Nordea North American Enhanced Fund C growth SEK;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000261276;Nordea North American Enhanced Fund distribution;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000261268;Nordea North American Enhanced Fund growth;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000261292;Nordea North American Enhanced Fund growth NOK;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000261284;Nordea North American Enhanced Fund growth SEK;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000330881;Nordea North American Enhanced Fund I distribution;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000330899;Nordea North American Enhanced Fund I growth;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2020
Finland (FI);FI4000410519;Nordea North American Enhanced I growth (NOK);549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2021
Finland (FI);FI4000410527;Nordea North American Enhanced I tillväxt SEK;549300W7839USWFU3D94;;;Nordea North American Enhanced Fund;2021
Finland (FI);FI4000410402;Nordea Norwegian Stars C (NOK) vekst;549300R6FK8CCVQMSK36;;;Nordea Norwegian Stars Fund;2021
Finland (FI);FI4000391099;Nordea Norwegian Stars Fund A growth;549300R6FK8CCVQMSK36;;;Nordea Norwegian Stars Fund;2020
Finland (FI);FI4000391511;Nordea Norwegian Stars Fund I growth;549300R6FK8CCVQMSK36;;;Nordea Norwegian Stars Fund;2020
Finland (FI);FI4000046990;Nordea PB Norsk Aksje Portefolje B Growth;54930069V895HKGF1E87;;;Non-UCITS Nordea Private Banking Norsk Aksje Portefølje;2020
Finland (FI);FI4000052154;Nordea Pro Finland B Growth;549300IH6530YSK1ED94;;;Nordea Pro Finland Fund;2020
Finland (FI);FI4000037569;Nordea Pro Finland C Growth;549300IH6530YSK1ED94;;;Nordea Pro Finland Fund;2020
Finland (FI);FI4000288782;Nordea Pro Finland Fund C distribution;549300IH6530YSK1ED94;;;Nordea Pro Finland Fund;2020
Finland (FI);FI0008801485;Nordea Pro Finland I distribution;549300IH6530YSK1ED94;;;Nordea Pro Finland Fund;2020
Finland (FI);FI0008800362;Nordea Pro Finland I growth;549300IH6530YSK1ED94;;;Nordea Pro Finland Fund;2020
Finland (FI);FI0008809298;Nordea Russia Fund A distrib.;549300JDZ831FK78P830;;;Nordea Russia Fund;2020
Finland (FI);FI0008809306;Nordea Russia Fund A growth;549300JDZ831FK78P830;;;Nordea Russia Fund;2020
Finland (FI);FI4000020748;Nordea Russia Fund A growth NOK;549300JDZ831FK78P830;;;Nordea Russia Fund;2020
Finland (FI);FI0008813456;Nordea Russia Fund A growth SEK;549300JDZ831FK78P830;;;Nordea Russia Fund;2020
Finland (FI);FI4000349410;Nordea Sustainable Equities Global A distr. SEK;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000349428;Nordea Sustainable Equities Global A growth NOK;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000349402;Nordea Sustainable Equities Global A growth SEK;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000391420;Nordea Sustainable Equities Global C distr. SEK;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000375217;Nordea Sustainable Equities Global C growth NOK;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000375209;Nordea Sustainable Equities Global C growth SEK;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000349394;Nordea Sustainable Equities Global Fund A distrib.;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000349386;Nordea Sustainable Equities Global Fund A growth;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000375191;Nordea Sustainable Equities Global Fund C growth;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2020
Finland (FI);FI4000410451;Nordea Sustainable Equities Global I Growth;549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2021
Finland (FI);FI4000410477;Nordea Sustainable Equities Global I Growth (NOK);549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2021
Finland (FI);FI4000410485;Nordea Sustainable Equities Global I Growth (SEK);549300884E63XAEKCZ79;;;Nordea Sustainable Equities Global Fund;2021
Finland (FI);FI4000088000;Nordea Swedish Ideas Equity Fund A Growth;549300IHYK1G12PQD303;;;Non-UCITS Nordea Swedish Ideas Equity Fund;2020
Finland (FI);FI0008801527;Nordea World Fund A distrib.;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Finland (FI);FI0008800420;Nordea World Fund A growth;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Finland (FI);FI4000301098;Nordea World Fund A Growth NOK;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Finland (FI);FI0008813332;Nordea World Fund A growth SEK;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Finland (FI);FI4000288667;Nordea World Fund C distribution;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Finland (FI);FI4000288659;Nordea World Fund C growth;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Finland (FI);FI4000391362;Nordea World Fund C growth NOK;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Finland (FI);FI4000391370;Nordea World Fund C growth SEK;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Finland (FI);FI4000068507;Nordea World Fund I growth;5493000JFKWXSJ8BVE93;;;Nordea World Fund;2020
Sverige (SE);SE0005993078;Nordnet Indeksfond Danmark;;;;;2022
Luxembourg (LU);LU2207567186;North American Small Cap Fund - BF - EUR;549300I0O3KGVSZRC713;;;Nordea 1, SICAV North American Small Cap Fund;2021
Luxembourg (LU);LU2207565990;North American Stars Equity Fund - BF - EUR;5493000U6GOWJF5BJ788;;;Nordea 1, SICAV North American Stars Equity Fund;2021
Luxembourg (LU);LU2207528956;North American Stars Equity Fund - X - NOK;5493000U6GOWJF5BJ788;;;Nordea 1, SICAV North American Stars Equity Fund;2021
Luxembourg (LU);LU2180699329;North American Stars Equity Fund - X - USD;5493000U6GOWJF5BJ788;;;Nordea 1, SICAV North American Stars Equity Fund;2021
Luxembourg (LU);LU0841533200;North American Value Fund - BC - EUR;549300DQNY7RVGMPNU83;;;North American Value Fund;2022
Luxembourg (LU);LU2293905621;North American Value Fund - BF - EUR;549300DQNY7RVGMPNU83;;;North American Value Fund;2022
Denmark (DK);;Optimal - Alternative Investeringer KL;894500ALUTFR4KTJ7Z43;;40113428;Alternative Investeringer KL;2020
Denmark (DK);DK0061410214;Othania Bæredygtig Makro A/S;;;41568267;;2021
Ireland (IE);IE00BF37GC66;PGIM Jennison Emerging Markets Equity Fond USD A Accumulation;549300GRYCHEAKS2YP94;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BDF5KX37;PGIM Jennison Emerging Markets Equity Fond USD I Accumulation;549300GRYCHEAKS2YP94;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BG377F38;PGIM Jennison Emerging Markets Equity Fond USD P Accumulation;549300GRYCHEAKS2YP94;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BG377427;PGIM Jennison Emerging Markets Equity Fund EUR P Accumulation;549300GRYCHEAKS2YP94;;;PGIM Funds Plc;2022
Ireland (IE);IE00BMCC4M79;PGIM Jennison Emerging Markets Equity Fund EUR W Accumulation;549300GRYCHEAKS2YP94;;;PGIM Funds Plc;2022
Ireland (IE);IE00BMCC4L62;PGIM Jennison Emerging Markets Equity Fund USD W Accumulation;549300GRYCHEAKS2YP94;;;PGIM Funds Plc;2022
Ireland (IE);IE00BZ3G1Q25;PGIM Jennison Global Equity opportunities Fund EUR I Accumulation;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BG377G45;PGIM Jennison Global Equity opportunities Fund EUR P Accumulation;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BZ3G1R32;PGIM Jennison Global Equity Opportunities Fund EUR-Hedged I Accumulation;5493002FW5CWTWR3XP18;;;PGIM Funds Plc;2022
Ireland (IE);IE00BD1RNY53;PGIM Jennison Global Equity opportunities Fund GBP Hedged I Distribution;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BD1RNX47;PGIM Jennison Global Equity opportunities Fund GBP I Distribution;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BYV6MS67;PGIM Jennison Global Equity opportunities Fund US Dollar Accumulation I Class;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BG377J75;PGIM Jennison Global Equity opportunities Fund US Dollar Accumulation P Class;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BGJVXP15;PGIM Jennison Global Equity opportunities Fund US T Accumulation;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BZ3G1P18;PGIM Jennison Global Equity opportunities Fund USD A Accumulation;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BYV6MT74;PGIM Jennison Global Equity opportunities Fund USD II Accumulation;5493002FW5CWTWR3XP18;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BYWYQV06;PGIM Jennison U.S. Growth Fund EUR A Accumulation;549300VGNN4TKHRO7O52;;3236530CH;PGIM Fund Plc;2021
Ireland (IE);IE00BYWYQN22;PGIM Jennison U.S. Growth Fund EUR I Accumulation;549300VGNN4TKHRO7O52;;3236530CH;PGIM Fund Plc;2021
Ireland (IE);IE00BYWYQQ52;PGIM Jennison U.S. Growth Fund GBP I Distribution;549300VGNN4TKHRO7O52;;3236530CH;PGIM Fund Plc;2021
Ireland (IE);IE00BYWYQY37;PGIM Jennison U.S. Growth Fund USD A Accumulation;549300VGNN4TKHRO7O52;;3236530CH;PGIM Fund Plc;2021
Ireland (IE);IE00BYWYQR69;PGIM Jennison U.S. Growth Fund USD I Accumulation;549300VGNN4TKHRO7O52;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BDD48Z04;PGIM Jennison U.S. Growth Fund USD P Accumulation;549300VGNN4TKHRO7O52;;3236530CH;PGIM Funds Plc;2021
Ireland (IE);IE00BYQ65G05;PGIM QMA Emerging Markets All Cap Equity Fund EUR I Accumulation;549300GRYCHEAKS2YP94;;;PGIM Funds plc;2022
Ireland (IE);IE00BG377P36;PGIM QMA Emerging Markets All Cap Equity Fund EUR P Accumulation;549300GRYCHEAKS2YP94;;;PGIM Funds plc;2022
Ireland (IE);IE00BYQ65F97;PGIM QMA Emerging Markets All Cap Equity Fund USD A Accumulation;549300GRYCHEAKS2YP94;;;PGIM Funds plc;2022
Ireland (IE);IE00BYQ65K41;PGIM QMA Emerging Markets All Cap Equity Fund USD I Accumulation;549300GRYCHEAKS2YP94;;;PGIM Funds plc;2022
Ireland (IE);IE00BG377R59;PGIM QMA Emerging Markets All Cap Equity Fund USD P Accumulation;549300GRYCHEAKS2YP94;;;PGIM Funds plc;2022
Ireland (IE);IE00BGJVWT87;PGIM QMA Global Equity Opportunities Fund EUR I Accumulation;5493007B685VJQBSHW96;;;PGIM Funds plc;2022
Ireland (IE);IE00BGJVWZ48;PGIM QMA Global Equity Opportunities Fund EUR P Accumulation;5493007B685VJQBSHW96;;;PGIM Funds plc;2022
Ireland (IE);IE00BGJVWX24;PGIM QMA Global Equity Opportunities Fund USD I Accumulation;5493007B685VJQBSHW96;;;PGIM Funds plc;2022
Ireland (IE);IE00BGJVX176;PGIM QMA Global Equity Opportunities Fund USD P Accumulation;5493007B685VJQBSHW96;;;PGIM Funds plc;2022
Denmark (DK);DK0061075678;PP Capital StockPick, klasse notering;;;39795612;;2020
Cayman Island (KY);KYG6795J1985;Primary Development Fund (Cayman) SPC - MOUNTAIN PASS CAPITAL GLOBAL TRANSITIONS EQUITY FUND SP (CLASS B) GBP;213800AJ6KKUIDG4Z667;;;c/o SH Corporate Services Ltd.;2022
Cayman Island (KY);KYG6795J2066;Primary Development Fund (Cayman) SPC - MOUNTAIN PASS CAPITAL GLOBAL TRANSITIONS EQUITY FUND SP (CLASS C) EUR;213800AJ6KKUIDG4Z667;;;c/o SH Corporate Services Ltd.;2022
Cayman Island (KY);KYG6795J1803;"Primary Development Fund (Cayman) SPC - MOUNTAIN PASS CAPITAL GLOBAL
TRANSITIONS EQUITY FUND SP (CLASS A) USD";213800AJ6KKUIDG4Z667;;;c/o SH Corporate Services Ltd.;2022
Luxembourg (LU);LU0591059224;RCGF - Robeco Asian Stars Equities D EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0591060586;RCGF - Robeco Asian Stars Equities D USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0591061980;RCGF - Robeco Asian Stars Equities DL USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1143725288;RCGF - Robeco Asian Stars Equities E EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0940005217;RCGF - Robeco Asian Stars Equities F EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1408525381;RCGF - Robeco Asian Stars Equities F GBP;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1113137688;RCGF - Robeco Asian Stars Equities I USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0963031652;RCGF - Robeco Asian Stars Equities IL USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1117476876;RCGF - Robeco Asian Stars Equities ML USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0891728296;RCGF - Robeco Asian Stars Equities Z EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0254836850;RCGF - Robeco Emerging Stars Equities D EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0337098114;RCGF - Robeco Emerging Stars Equities D USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0334642401;RCGF - Robeco Emerging Stars Equities DL EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1618352691;RCGF - Robeco Emerging Stars Equities DL USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1143725528;RCGF - Robeco Emerging Stars Equities E EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0792910050;RCGF - Robeco Emerging Stars Equities F EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1408525035;RCGF - Robeco Emerging Stars Equities F GBP;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1408525977;RCGF - Robeco Emerging Stars Equities F USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1664415012;RCGF - Robeco Emerging Stars Equities FL EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1193126049;RCGF - Robeco Emerging Stars Equities FL USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1736383453;RCGF - Robeco Emerging Stars Equities G EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1408526199;RCGF - Robeco Emerging Stars Equities G GBP;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0254839870;RCGF - Robeco Emerging Stars Equities I EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1036585435;RCGF - Robeco Emerging Stars Equities I USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1840769852;RCGF - Robeco Emerging Stars Equities IE EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1377970469;RCGF - Robeco Emerging Stars Equities IL GBP;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1278322851;RCGF - Robeco Emerging Stars Equities IL USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1857097528;RCGF - Robeco Emerging Stars Equities KE GBP;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1102563886;RCGF - Robeco Emerging Stars Equities KE USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1025004828;RCGF - Robeco Emerging Stars Equities ML USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0834379876;RCGF - Robeco Emerging Stars Equities Z EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1700710939;RCGF - Robeco FinTech D EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1700711317;RCGF - Robeco FinTech D USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1945299615;RCGF - Robeco FinTech DH CHF;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1700711077;RCGF - Robeco FinTech F EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1757833261;RCGF - Robeco FinTech F GBP;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1700711408;RCGF - Robeco FinTech F USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1857098252;RCGF - Robeco FinTech FH CHF;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1700711150;RCGF - Robeco FinTech I EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1700711580;RCGF - Robeco FinTech I USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1940065359;RCGF - Robeco FinTech IH EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1857098096;RCGF - Robeco FinTech M2 EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1857098179;RCGF - Robeco FinTech M2 USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU2216804216;RCGF - Robeco FinTech X EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU2216803911;RCGF - Robeco FinTech X GBP;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU2216804133;RCGF - Robeco FinTech X USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU2216804059;RCGF - Robeco FinTech XH CHF;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1700711234;RCGF - Robeco FinTech Z EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0951559953;RCGF - Robeco Global Consumer Trends B USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0187079347;RCGF - Robeco Global Consumer Trends D EUR;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU0554840073;RCGF - Robeco Global Consumer Trends D USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU2027351696;RCGF - Robeco Global Consumer Trends D2 USD;;;19974500291;Robeco Capital Growth Funds;2021
Luxembourg (LU);LU1834769124;RCGF - Robeco Global Consumer Trends DH EUR;;;19974500291;Robeco Capital Growth Funds;2021
